prep_use_pca,prep_pca_components,prep_normalization,svm_kernel,svm_C,cv_mean,cv_std,test_score,training_time,svm_gamma,svm_degree,svm_coef0
True,50.0,standard,poly,1.0,0.342,0.017663521732655684,0.3275,0.5990345478057861,scale,5.0,1.0
True,50.0,standard,poly,1.0,0.3133333333333333,0.007717224601860157,0.305,0.653548002243042,scale,5.0,2.0
True,50.0,standard,poly,1.0,0.25133333333333335,0.01586050300449376,0.27,0.7396323680877686,auto,2.0,0.0
True,50.0,standard,poly,1.0,0.2793333333333334,0.006798692684790361,0.36,0.6552073955535889,auto,2.0,0.1
True,50.0,standard,poly,1.0,0.29600000000000004,0.016083117442419755,0.33,0.7299861907958984,auto,2.0,0.5
True,50.0,standard,poly,1.0,0.3273333333333333,0.01651934892448517,0.355,0.7477695941925049,auto,2.0,1.0
True,50.0,standard,poly,1.0,0.332,0.009933109617167568,0.305,0.6752655506134033,auto,2.0,2.0
True,50.0,standard,poly,1.0,0.27666666666666667,0.006599663291074423,0.3025,0.7171075344085693,auto,3.0,0.0
True,50.0,standard,poly,1.0,0.264,0.0065319726474218145,0.265,0.7122836112976074,auto,3.0,0.1
True,50.0,standard,poly,1.0,0.2733333333333334,0.01746106780494505,0.26,0.6798605918884277,auto,3.0,0.5
True,50.0,standard,poly,1.0,0.298,0.013366625103842292,0.3075,0.7238049507141113,auto,3.0,1.0
True,50.0,standard,poly,1.0,0.31666666666666665,0.009977753031397186,0.29,0.7116773128509521,auto,3.0,2.0
True,50.0,standard,poly,1.0,0.24933333333333332,0.008055363982396388,0.2425,0.5959587097167969,auto,4.0,0.0
True,50.0,standard,poly,1.0,0.21333333333333335,0.0041096093353126546,0.2225,0.6464509963989258,auto,4.0,0.1
True,50.0,standard,poly,1.0,0.22599999999999998,0.009092121131323903,0.245,0.6594970226287842,auto,4.0,0.5
True,50.0,standard,poly,1.0,0.26866666666666666,0.0041096093353126546,0.2875,0.6630690097808838,auto,4.0,1.0
True,50.0,standard,poly,1.0,0.26933333333333337,0.009977753031397186,0.305,0.5798077583312988,auto,4.0,2.0
True,50.0,standard,poly,1.0,0.2273333333333333,0.02174600857373345,0.2725,0.7050602436065674,auto,5.0,0.0
True,50.0,standard,poly,1.0,0.22866666666666666,0.012684198393626963,0.22,0.6825456619262695,auto,5.0,0.1
True,50.0,standard,poly,1.0,0.25266666666666665,0.018061622912192092,0.2675,0.6272361278533936,auto,5.0,0.5
True,50.0,standard,poly,1.0,0.2293333333333333,0.007717224601860144,0.2625,0.7587199211120605,auto,5.0,1.0
True,50.0,standard,poly,1.0,0.24,0.025508168626278662,0.2375,0.590238094329834,auto,5.0,2.0
True,50.0,standard,poly,1.0,0.262,0.014236104336041762,0.3275,0.7039511203765869,0.001,2.0,0.0
True,50.0,standard,poly,1.0,0.3506666666666667,0.013299958228839988,0.3775,0.5921850204467773,0.001,2.0,0.1
True,50.0,standard,poly,1.0,0.36000000000000004,0.017281975195754282,0.365,0.5852150917053223,0.001,2.0,0.5
True,50.0,standard,poly,1.0,0.33066666666666666,0.02494438257849294,0.41,0.6723318099975586,0.001,2.0,1.0
True,50.0,standard,poly,1.0,0.3419999999999999,0.002828427124746166,0.32,0.6945145130157471,0.001,2.0,2.0
True,50.0,standard,poly,1.0,0.2793333333333334,0.00524933858267452,0.3125,0.6380705833435059,0.001,3.0,0.0
True,50.0,standard,poly,1.0,0.3053333333333333,0.010624918300339495,0.3075,0.7307798862457275,0.001,3.0,0.1
True,50.0,standard,poly,1.0,0.3406666666666666,0.022171052197754518,0.3625,0.5302107334136963,0.001,3.0,0.5
True,50.0,standard,poly,1.0,0.3193333333333333,0.010498677165349092,0.355,0.6127173900604248,0.001,3.0,1.0
True,50.0,standard,poly,1.0,0.3013333333333333,0.019482185594936627,0.36,0.643932580947876,0.001,3.0,2.0
True,50.0,standard,poly,1.0,0.23866666666666667,0.008993825042154692,0.2575,0.593134880065918,0.001,4.0,0.0
True,50.0,standard,poly,1.0,0.25933333333333336,0.011813363431112911,0.2875,0.7588646411895752,0.001,4.0,0.1
True,50.0,standard,poly,1.0,0.3113333333333333,0.009285592184789422,0.2725,0.5900962352752686,0.001,4.0,0.5
True,50.0,standard,poly,1.0,0.314,0.00979795897113272,0.3375,0.6053555011749268,0.001,4.0,1.0
True,50.0,standard,poly,1.0,0.33266666666666667,0.009428090415820616,0.295,0.5647404193878174,0.001,4.0,2.0
True,50.0,standard,poly,1.0,0.22666666666666666,0.018208667044996886,0.245,0.6648378372192383,0.001,5.0,0.0
True,50.0,standard,poly,1.0,0.25466666666666665,0.011585431464655188,0.285,0.6667375564575195,0.001,5.0,0.1
True,50.0,standard,poly,1.0,0.2846666666666667,0.011813363431112884,0.3025,0.5798766613006592,0.001,5.0,0.5
True,50.0,standard,poly,1.0,0.2913333333333333,0.006182412330330475,0.29,0.6366384029388428,0.001,5.0,1.0
True,50.0,standard,poly,1.0,0.322,0.009092121131323912,0.3275,0.6225717067718506,0.001,5.0,2.0
True,50.0,standard,poly,1.0,0.2733333333333334,0.005249338582674546,0.2775,0.6797313690185547,0.01,2.0,0.0
True,50.0,standard,poly,1.0,0.2966666666666667,0.02288133640230735,0.3075,0.7757222652435303,0.01,2.0,0.1
True,50.0,standard,poly,1.0,0.32466666666666666,0.031594654962860735,0.3575,0.6508998870849609,0.01,2.0,0.5
True,50.0,standard,poly,1.0,0.29866666666666664,0.009568466729604892,0.32,0.6110236644744873,0.01,2.0,1.0
True,50.0,standard,poly,1.0,0.30666666666666664,0.016110727964792775,0.3325,0.7167849540710449,0.01,2.0,2.0
True,50.0,standard,poly,1.0,0.2833333333333333,0.013695092389449411,0.335,0.6116039752960205,0.01,3.0,0.0
True,50.0,standard,poly,1.0,0.27466666666666667,0.015860503004493747,0.2825,0.6163389682769775,0.01,3.0,0.1
True,50.0,standard,poly,1.0,0.2786666666666667,0.024239545283597123,0.2925,0.689316987991333,0.01,3.0,0.5
True,50.0,standard,poly,1.0,0.2886666666666667,0.01635712552851372,0.31,0.6650543212890625,0.01,3.0,1.0
True,50.0,standard,poly,1.0,0.31066666666666665,0.02684937408746969,0.3575,0.5526444911956787,0.01,3.0,2.0
True,50.0,standard,poly,1.0,0.2373333333333333,0.005249338582674533,0.25,0.5895881652832031,0.01,4.0,0.0
True,50.0,standard,poly,1.0,0.22866666666666668,0.003399346342395193,0.2325,0.577664852142334,0.01,4.0,0.1
True,50.0,standard,poly,1.0,0.2793333333333334,0.013695092389449411,0.28,0.6245343685150146,0.01,4.0,0.5
True,50.0,standard,poly,1.0,0.2913333333333333,0.00736357401145818,0.34,0.6330726146697998,0.01,4.0,1.0
True,50.0,standard,poly,1.0,0.2853333333333334,0.012256517540566812,0.2625,0.5927531719207764,0.01,4.0,2.0
True,50.0,standard,poly,1.0,0.24666666666666667,0.0024944382578492965,0.2475,0.7096784114837646,0.01,5.0,0.0
True,50.0,standard,poly,1.0,0.25666666666666665,0.007717224601860157,0.2125,0.7096371650695801,0.01,5.0,0.1
True,50.0,standard,poly,1.0,0.2373333333333333,0.016438437341250608,0.24,0.6254498958587646,0.01,5.0,0.5
True,50.0,standard,poly,1.0,0.23399999999999999,0.01608311744241976,0.2475,0.6317465305328369,0.01,5.0,1.0
True,50.0,standard,poly,1.0,0.25,0.019798989873223337,0.295,0.7529194355010986,0.01,5.0,2.0
True,50.0,standard,poly,1.0,0.25333333333333335,0.009568466729604892,0.31,0.7555105686187744,0.1,2.0,0.0
True,50.0,standard,poly,1.0,0.284,0.01177568115510378,0.2775,0.8579089641571045,0.1,2.0,0.1
True,50.0,standard,poly,1.0,0.2806666666666667,0.00410960933531263,0.26,0.78057861328125,0.1,2.0,0.5
True,50.0,standard,poly,1.0,0.2773333333333334,0.021249836600678966,0.31,0.6890199184417725,0.1,2.0,1.0
True,50.0,standard,poly,1.0,0.292,0.0043204937989385775,0.345,0.7864224910736084,0.1,2.0,2.0
True,50.0,standard,poly,1.0,0.26733333333333337,0.01798765008430939,0.2775,0.7156085968017578,0.1,3.0,0.0
True,50.0,standard,poly,1.0,0.2733333333333334,0.018926759422104512,0.25,0.6467278003692627,0.1,3.0,0.1
True,50.0,standard,poly,1.0,0.26266666666666666,0.012472191289246483,0.2775,0.6922531127929688,0.1,3.0,0.5
True,50.0,standard,poly,1.0,0.27066666666666667,0.005734883511361756,0.3475,0.6542201042175293,0.1,3.0,1.0
True,50.0,standard,poly,1.0,0.24866666666666667,0.02510422717835029,0.3225,0.6051478385925293,0.1,3.0,2.0
True,50.0,standard,poly,1.0,0.20333333333333334,0.00899382504215469,0.2075,0.6375670433044434,0.1,4.0,0.0
True,50.0,standard,poly,1.0,0.18800000000000003,0.005656854249492385,0.265,0.6548600196838379,0.1,4.0,0.1
True,50.0,standard,poly,1.0,0.22599999999999998,0.020066555924389887,0.28,0.5796668529510498,0.1,4.0,0.5
True,50.0,standard,poly,1.0,0.21133333333333335,0.012684198393626963,0.25,0.6775801181793213,0.1,4.0,1.0
True,50.0,standard,poly,1.0,0.236,0.010198039027185565,0.2525,0.61637282371521,0.1,4.0,2.0
True,50.0,standard,poly,1.0,0.2153333333333333,0.024073960113690382,0.2425,0.6845822334289551,0.1,5.0,0.0
True,50.0,standard,poly,1.0,0.24,0.002828427124746193,0.2375,0.7534511089324951,0.1,5.0,0.1
True,50.0,standard,poly,1.0,0.25333333333333335,0.010873004286866737,0.2325,0.6964173316955566,0.1,5.0,0.5
True,50.0,standard,poly,1.0,0.25466666666666665,0.0236830928911088,0.2425,0.6517841815948486,0.1,5.0,1.0
True,50.0,standard,poly,1.0,0.23466666666666666,0.0154344492037203,0.2325,0.6388585567474365,0.1,5.0,2.0
True,50.0,standard,poly,1.0,0.2133333333333333,0.01913693345920976,0.2525,0.792578935623169,1,2.0,0.0
True,50.0,standard,poly,1.0,0.26466666666666666,0.02028683207293727,0.275,0.7984647750854492,1,2.0,0.1
True,50.0,standard,poly,1.0,0.25933333333333336,0.0131993265821489,0.26,0.7505269050598145,1,2.0,0.5
True,50.0,standard,poly,1.0,0.25133333333333335,0.012256517540566834,0.34,0.7515943050384521,1,2.0,1.0
True,50.0,standard,poly,1.0,0.242,0.007118052168020868,0.275,0.7749118804931641,1,2.0,2.0
True,50.0,standard,poly,1.0,0.27,0.005887840577551903,0.2875,0.6952109336853027,1,3.0,0.0
True,50.0,standard,poly,1.0,0.276,0.018832595855767374,0.26,0.7276144027709961,1,3.0,0.1
True,50.0,standard,poly,1.0,0.2786666666666667,0.005734883511361733,0.2825,0.7460379600524902,1,3.0,0.5
True,50.0,standard,poly,1.0,0.2826666666666667,0.00679869268479036,0.27,0.7362627983093262,1,3.0,1.0
True,50.0,standard,poly,1.0,0.288,0.012754084313139312,0.315,0.7399263381958008,1,3.0,2.0
True,50.0,standard,poly,1.0,0.22066666666666668,0.005249338582674546,0.2075,0.6543722152709961,1,4.0,0.0
True,50.0,standard,poly,1.0,0.23199999999999998,0.024055491403558296,0.2275,0.6789867877960205,1,4.0,0.1
True,50.0,standard,poly,1.0,0.20333333333333334,0.022171052197754528,0.2225,0.6657330989837646,1,4.0,0.5
True,50.0,standard,poly,1.0,0.22199999999999998,0.012328828005937953,0.2175,0.577850341796875,1,4.0,1.0
True,50.0,standard,poly,1.0,0.246,0.0043204937989385775,0.24,0.6003758907318115,1,4.0,2.0
True,50.0,standard,poly,1.0,0.22466666666666665,0.012684198393626963,0.215,0.6916475296020508,1,5.0,0.0
True,50.0,standard,poly,1.0,0.236,0.026733250207684574,0.23,0.6146411895751953,1,5.0,0.1
True,50.0,standard,poly,1.0,0.2313333333333333,0.004109609335312644,0.235,0.6262922286987305,1,5.0,0.5
True,50.0,standard,poly,1.0,0.22266666666666668,0.005249338582674546,0.2375,0.7189373970031738,1,5.0,1.0
True,50.0,standard,poly,1.0,0.2373333333333333,0.016357125528513733,0.2125,0.6816532611846924,1,5.0,2.0
True,50.0,standard,poly,1.0,0.2793333333333334,0.012036980056845179,0.27,0.6926233768463135,10,2.0,0.0
True,50.0,standard,poly,1.0,0.26533333333333337,0.013299958228839988,0.2925,0.7531118392944336,10,2.0,0.1
True,50.0,standard,poly,1.0,0.27,0.0065319726474218145,0.3,0.7035858631134033,10,2.0,0.5
True,50.0,standard,poly,1.0,0.26333333333333336,0.020417857108151402,0.2875,0.8123602867126465,10,2.0,1.0
True,50.0,standard,poly,1.0,0.246,0.014966629547095767,0.2825,0.7284553050994873,10,2.0,2.0
True,50.0,standard,poly,1.0,0.278,0.027178422814186008,0.28,0.6458981037139893,10,3.0,0.0
True,50.0,standard,poly,1.0,0.27,0.008640987597877129,0.3225,0.7019643783569336,10,3.0,0.1
True,50.0,standard,poly,1.0,0.25466666666666665,0.014267289706021811,0.2775,0.7544963359832764,10,3.0,0.5
True,50.0,standard,poly,1.0,0.2933333333333334,0.0367453700787218,0.2925,0.7083101272583008,10,3.0,1.0
True,50.0,standard,poly,1.0,0.26,0.02688246020487461,0.2925,0.6769554615020752,10,3.0,2.0
True,50.0,standard,poly,1.0,0.2233333333333333,0.0114697670227235,0.25,0.650026798248291,10,4.0,0.0
True,50.0,standard,poly,1.0,0.22266666666666665,0.019482185594936606,0.2275,0.6884129047393799,10,4.0,0.1
True,50.0,standard,poly,1.0,0.19533333333333336,0.015434449203720306,0.2325,0.6199262142181396,10,4.0,0.5
True,50.0,standard,poly,1.0,0.21466666666666667,0.009843215373488931,0.2075,0.5787830352783203,10,4.0,1.0
True,50.0,standard,poly,1.0,0.226,0.0016329931618554536,0.25,0.6544208526611328,10,4.0,2.0
True,50.0,standard,poly,1.0,0.22199999999999998,0.018832595855767385,0.245,0.74460768699646,10,5.0,0.0
True,50.0,standard,poly,1.0,0.22666666666666666,0.0207417989148054,0.2475,0.7212224006652832,10,5.0,0.1
True,50.0,standard,poly,1.0,0.23266666666666666,0.00837987005998435,0.26,0.6569461822509766,10,5.0,0.5
True,50.0,standard,poly,1.0,0.19666666666666668,0.00837987005998435,0.255,0.7013013362884521,10,5.0,1.0
True,50.0,standard,poly,1.0,0.23266666666666666,0.010873004286866723,0.275,0.62215256690979,10,5.0,2.0
True,50.0,standard,poly,5.0,0.28,0.014966629547095755,0.3075,0.6120433807373047,scale,2.0,0.0
True,50.0,standard,poly,5.0,0.34,0.0028284271247461927,0.325,0.6009509563446045,scale,2.0,0.1
True,50.0,standard,poly,5.0,0.336,0.016083117442419755,0.4075,0.6376090049743652,scale,2.0,0.5
True,50.0,standard,poly,5.0,0.31066666666666665,0.017987650084309404,0.39,0.6668238639831543,scale,2.0,1.0
True,50.0,standard,poly,5.0,0.32466666666666666,0.02054804667656325,0.3475,0.768665075302124,scale,2.0,2.0
True,50.0,standard,poly,5.0,0.282,0.006531972647421791,0.2825,0.6264407634735107,scale,3.0,0.0
True,50.0,standard,poly,5.0,0.31666666666666665,0.017987650084309404,0.2725,0.517566442489624,scale,3.0,0.1
True,50.0,standard,poly,5.0,0.314,0.03050682983639345,0.345,0.5345158576965332,scale,3.0,0.5
True,50.0,standard,poly,5.0,0.32,0.029799328851502663,0.3375,0.6707000732421875,scale,3.0,1.0
True,50.0,standard,poly,5.0,0.29466666666666663,0.01651934892448517,0.365,0.7264955043792725,scale,3.0,2.0
True,50.0,standard,poly,5.0,0.218,0.008485281374238578,0.23,0.5852828025817871,scale,4.0,0.0
True,50.0,standard,poly,5.0,0.2846666666666667,0.029634814361190497,0.31,0.5629396438598633,scale,4.0,0.1
True,50.0,standard,poly,5.0,0.3586666666666667,0.025837096500101464,0.365,0.6028079986572266,scale,4.0,0.5
True,50.0,standard,poly,5.0,0.328,0.022449944320643643,0.3125,0.6980423927307129,scale,4.0,1.0
True,50.0,standard,poly,5.0,0.314,0.010708252269472682,0.34,0.6891398429870605,scale,4.0,2.0
True,50.0,standard,poly,5.0,0.19066666666666668,0.011585431464655176,0.205,0.562854528427124,scale,5.0,0.0
True,50.0,standard,poly,5.0,0.25066666666666665,0.013888444437333117,0.285,0.6068181991577148,scale,5.0,0.1
True,50.0,standard,poly,5.0,0.326,0.023551362310207585,0.325,0.5689513683319092,scale,5.0,0.5
True,50.0,standard,poly,5.0,0.336,0.0028284271247461927,0.3075,0.582636833190918,scale,5.0,1.0
True,50.0,standard,poly,5.0,0.31066666666666665,0.017461067804945076,0.3225,0.641993522644043,scale,5.0,2.0
True,50.0,standard,poly,5.0,0.25933333333333336,0.014267289706021811,0.275,0.8184759616851807,auto,2.0,0.0
True,50.0,standard,poly,5.0,0.28,0.008640987597877129,0.26,0.7548174858093262,auto,2.0,0.1
True,50.0,standard,poly,5.0,0.306,0.012754084313139338,0.3475,0.8168954849243164,auto,2.0,0.5
True,50.0,standard,poly,5.0,0.3,0.011775681155103806,0.34,0.7010090351104736,auto,2.0,1.0
True,50.0,standard,poly,5.0,0.312,0.02196967607104546,0.3225,0.7380874156951904,auto,2.0,2.0
True,50.0,standard,poly,5.0,0.268,0.007118052168020881,0.295,0.7479288578033447,auto,3.0,0.0
True,50.0,standard,poly,5.0,0.268,0.016573070526208065,0.3,0.6533145904541016,auto,3.0,0.1
True,50.0,standard,poly,5.0,0.246,0.020461345670963752,0.275,0.6840903759002686,auto,3.0,0.5
True,50.0,standard,poly,5.0,0.2866666666666667,0.009568466729604874,0.29,0.7022814750671387,auto,3.0,1.0
True,50.0,standard,poly,5.0,0.3046666666666667,0.023113247764479615,0.325,0.5901784896850586,auto,3.0,2.0
True,50.0,standard,poly,5.0,0.20266666666666666,0.009977753031397174,0.2525,0.6145548820495605,auto,4.0,0.0
True,50.0,standard,poly,5.0,0.22399999999999998,0.011313708498984758,0.27,0.723419189453125,auto,4.0,0.1
True,50.0,standard,poly,5.0,0.20933333333333334,0.006798692684790373,0.2675,0.6871819496154785,auto,4.0,0.5
True,50.0,standard,poly,5.0,0.26733333333333337,0.0041096093353126546,0.2525,0.6083652973175049,auto,4.0,1.0
True,50.0,standard,poly,5.0,0.25533333333333336,0.01798765008430939,0.27,0.6549932956695557,auto,4.0,2.0
True,50.0,standard,poly,5.0,0.2333333333333333,0.016357125528513733,0.2275,0.704064130783081,auto,5.0,0.0
True,50.0,standard,poly,5.0,0.23466666666666666,0.016110727964792765,0.2725,0.6391215324401855,auto,5.0,0.1
True,50.0,standard,poly,5.0,0.2373333333333333,0.010873004286866723,0.255,0.6502103805541992,auto,5.0,0.5
True,50.0,standard,poly,5.0,0.22799999999999998,0.021969676071045448,0.2575,0.7253775596618652,auto,5.0,1.0
True,50.0,standard,poly,5.0,0.22799999999999998,0.017204650534085257,0.2525,0.5609951019287109,auto,5.0,2.0
True,50.0,standard,poly,5.0,0.26,0.02870540018881464,0.275,0.7667331695556641,0.001,2.0,0.0
True,50.0,standard,poly,5.0,0.30666666666666664,0.018354533197248286,0.35,0.6729979515075684,0.001,2.0,0.1
True,50.0,standard,poly,5.0,0.336,0.009092121131323887,0.3425,0.6303191184997559,0.001,2.0,0.5
True,50.0,standard,poly,5.0,0.33266666666666667,0.0009428090415820641,0.335,0.6929488182067871,0.001,2.0,1.0
True,50.0,standard,poly,5.0,0.33866666666666667,0.006182412330330458,0.3425,0.76265549659729,0.001,2.0,2.0
True,50.0,standard,poly,5.0,0.2753333333333334,0.01635712552851372,0.3175,0.5882730484008789,0.001,3.0,0.0
True,50.0,standard,poly,5.0,0.2906666666666667,0.010873004286866711,0.4075,0.5984194278717041,0.001,3.0,0.1
True,50.0,standard,poly,5.0,0.322,0.008640987597877155,0.3575,0.5966758728027344,0.001,3.0,0.5
True,50.0,standard,poly,5.0,0.33866666666666667,0.013597385369580746,0.3125,0.5475842952728271,0.001,3.0,1.0
True,50.0,standard,poly,5.0,0.31,0.01796292478040999,0.3525,0.7406225204467773,0.001,3.0,2.0
True,50.0,standard,poly,5.0,0.24933333333333332,0.00659966329107445,0.275,0.5636594295501709,0.001,4.0,0.0
True,50.0,standard,poly,5.0,0.284,0.015577761927397219,0.305,0.5803372859954834,0.001,4.0,0.1
True,50.0,standard,poly,5.0,0.2866666666666667,0.0065996632910744245,0.34,0.6302335262298584,0.001,4.0,0.5
True,50.0,standard,poly,5.0,0.3133333333333333,0.008219218670625309,0.315,0.6448168754577637,0.001,4.0,1.0
True,50.0,standard,poly,5.0,0.3153333333333333,0.010873004286866737,0.34,0.5590469837188721,0.001,4.0,2.0
True,50.0,standard,poly,5.0,0.20133333333333334,0.006599663291074437,0.225,0.7485411167144775,0.001,5.0,0.0
True,50.0,standard,poly,5.0,0.23666666666666666,0.012364824660660937,0.255,0.54746413230896,0.001,5.0,0.1
True,50.0,standard,poly,5.0,0.2793333333333334,0.01569146972791975,0.28,0.633319616317749,0.001,5.0,0.5
True,50.0,standard,poly,5.0,0.3026666666666667,0.026948510575210315,0.3075,0.5918455123901367,0.001,5.0,1.0
True,50.0,standard,poly,5.0,0.3153333333333333,0.008993825042154702,0.3575,0.5696661472320557,0.001,5.0,2.0
True,50.0,standard,poly,5.0,0.2786666666666667,0.016438437341250594,0.3425,0.7764475345611572,0.01,2.0,0.0
True,50.0,standard,poly,5.0,0.29800000000000004,0.021602468994692862,0.325,0.6992025375366211,0.01,2.0,0.1
True,50.0,standard,poly,5.0,0.33066666666666666,0.009843215373488942,0.3175,0.6850495338439941,0.01,2.0,0.5
True,50.0,standard,poly,5.0,0.32466666666666666,0.013888444437333093,0.35,0.647852897644043,0.01,2.0,1.0
True,50.0,standard,poly,5.0,0.33266666666666667,0.012256517540566812,0.3675,0.6647627353668213,0.01,2.0,2.0
True,50.0,standard,poly,5.0,0.26266666666666666,0.015520595635763744,0.265,0.6811621189117432,0.01,3.0,0.0
True,50.0,standard,poly,5.0,0.2973333333333334,0.01667999467092906,0.315,0.635197639465332,0.01,3.0,0.1
True,50.0,standard,poly,5.0,0.25533333333333336,0.017461067804945076,0.32,0.7255458831787109,0.01,3.0,0.5
True,50.0,standard,poly,5.0,0.2906666666666667,0.010624918300339473,0.29,0.64784836769104,0.01,3.0,1.0
True,50.0,standard,poly,5.0,0.30666666666666664,0.02644911256650316,0.29,0.5970485210418701,0.01,3.0,2.0
True,50.0,standard,poly,5.0,0.216,0.010198039027185565,0.26,0.5446724891662598,0.01,4.0,0.0
True,50.0,standard,poly,5.0,0.19333333333333333,0.01369509238944943,0.22,0.7047109603881836,0.01,4.0,0.1
True,50.0,standard,poly,5.0,0.24533333333333332,0.02379542439676634,0.2875,0.5536816120147705,0.01,4.0,0.5
True,50.0,standard,poly,5.0,0.266,0.01925270543759153,0.285,0.699556827545166,0.01,4.0,1.0
True,50.0,standard,poly,5.0,0.2913333333333333,0.008993825042154702,0.28,0.6155986785888672,0.01,4.0,2.0
True,50.0,standard,poly,5.0,0.22133333333333335,0.005249338582674546,0.2325,0.5833253860473633,0.01,5.0,0.0
True,50.0,standard,poly,5.0,0.246,0.005656854249492386,0.225,0.7568991184234619,0.01,5.0,0.1
True,50.0,standard,poly,5.0,0.25333333333333335,0.015173075568988057,0.2475,0.703223466873169,0.01,5.0,0.5
True,50.0,standard,poly,5.0,0.23466666666666666,0.006599663291074437,0.2125,0.5630848407745361,0.01,5.0,1.0
True,50.0,standard,poly,5.0,0.26066666666666666,0.02876726534718856,0.28,0.6239440441131592,0.01,5.0,2.0
True,50.0,standard,poly,5.0,0.24066666666666667,0.020286832072937255,0.2625,0.7563951015472412,0.1,2.0,0.0
True,50.0,standard,poly,5.0,0.25,0.01019803902718558,0.2825,0.7116849422454834,0.1,2.0,0.1
True,50.0,standard,poly,5.0,0.26666666666666666,0.01835453319724827,0.3325,0.627413272857666,0.1,2.0,0.5
True,50.0,standard,poly,5.0,0.28800000000000003,0.04023265671897231,0.31,0.7291104793548584,0.1,2.0,1.0
True,50.0,standard,poly,5.0,0.2926666666666667,0.028394052585395804,0.2775,0.7917418479919434,0.1,2.0,2.0
True,50.0,standard,poly,5.0,0.2793333333333334,0.023228335186912454,0.335,0.6741535663604736,0.1,3.0,0.0
True,50.0,standard,poly,5.0,0.24866666666666667,0.013097921802925667,0.285,0.7431826591491699,0.1,3.0,0.1
True,50.0,standard,poly,5.0,0.25266666666666665,0.019686430746977873,0.245,0.6387627124786377,0.1,3.0,0.5
True,50.0,standard,linear,5.0,0.2753333333333334,0.019754043186705397,0.3025,497.63079357147217,,,
True,50.0,standard,poly,5.0,0.2826666666666667,0.013695092389449411,0.29,0.6278574466705322,0.1,3.0,1.0
True,50.0,standard,poly,5.0,0.29000000000000004,0.013952299690970891,0.3,0.587242841720581,0.1,3.0,2.0
True,50.0,standard,poly,5.0,0.23199999999999998,0.012754084313139326,0.24,0.5514180660247803,0.1,4.0,0.0
True,50.0,standard,poly,5.0,0.208,0.00588784057755189,0.2675,0.6166751384735107,0.1,4.0,0.1
True,50.0,standard,poly,5.0,0.2353333333333333,0.00956846672960488,0.2675,0.539043664932251,0.1,4.0,0.5
True,50.0,standard,poly,5.0,0.22866666666666666,0.013199326582148887,0.2525,0.5667724609375,0.1,4.0,1.0
True,50.0,standard,poly,5.0,0.25666666666666665,0.012036980056845203,0.24,0.6367876529693604,0.1,4.0,2.0
True,50.0,standard,poly,5.0,0.23933333333333331,0.0024944382578492965,0.235,0.6496508121490479,0.1,5.0,0.0
True,50.0,standard,poly,5.0,0.21466666666666667,0.013597385369580758,0.2625,0.6891367435455322,0.1,5.0,0.1
True,50.0,standard,poly,5.0,0.22799999999999998,0.017663521732655698,0.24,0.6743907928466797,0.1,5.0,0.5
True,50.0,standard,poly,5.0,0.21333333333333335,0.009568466729604878,0.24,0.6060099601745605,0.1,5.0,1.0
True,50.0,standard,poly,5.0,0.238,0.03766519171153475,0.24,0.5963442325592041,0.1,5.0,2.0
True,50.0,standard,poly,5.0,0.25666666666666665,0.012036980056845203,0.25,0.6272187232971191,1,2.0,0.0
True,50.0,standard,poly,5.0,0.24,0.01296148139681572,0.305,0.6702723503112793,1,2.0,0.1
True,50.0,standard,poly,5.0,0.24666666666666667,0.005734883511361756,0.315,0.6668534278869629,1,2.0,0.5
True,50.0,standard,poly,5.0,0.26333333333333336,0.01892675942210451,0.275,0.6296563148498535,1,2.0,1.0
True,50.0,standard,poly,5.0,0.2806666666666667,0.01463633226673342,0.31,0.6686432361602783,1,2.0,2.0
True,50.0,standard,poly,5.0,0.28,0.021416504538945343,0.28,0.700573205947876,1,3.0,0.0
True,50.0,standard,poly,5.0,0.274,0.013063945294843607,0.23,0.6428539752960205,1,3.0,0.1
True,50.0,standard,poly,5.0,0.28200000000000003,0.01232882800593794,0.33,0.6204307079315186,1,3.0,0.5
True,50.0,standard,poly,5.0,0.2833333333333334,0.00524933858267452,0.2475,0.6280503273010254,1,3.0,1.0
True,50.0,standard,poly,5.0,0.2966666666666667,0.013299958228839988,0.325,0.6342229843139648,1,3.0,2.0
True,50.0,standard,poly,5.0,0.22266666666666665,0.011585431464655176,0.2175,0.5105164051055908,1,4.0,0.0
True,50.0,standard,poly,5.0,0.22399999999999998,0.025664502073226878,0.2425,0.5570578575134277,1,4.0,0.1
True,50.0,standard,poly,5.0,0.21933333333333335,0.006798692684790386,0.2275,0.613865852355957,1,4.0,0.5
True,50.0,standard,poly,5.0,0.246,0.009933109617167568,0.2075,0.5919599533081055,1,4.0,1.0
True,50.0,standard,poly,5.0,0.22399999999999998,0.012961481396815723,0.215,0.5873148441314697,1,4.0,2.0
True,50.0,standard,poly,5.0,0.228,0.0032659863237109073,0.2325,0.7684574127197266,1,5.0,0.0
True,50.0,standard,poly,5.0,0.22599999999999998,0.014236104336041753,0.2225,0.7479443550109863,1,5.0,0.1
True,50.0,standard,poly,5.0,0.2373333333333333,0.010624918300339483,0.2325,0.6424469947814941,1,5.0,0.5
True,50.0,standard,poly,5.0,0.212,0.008164965809277256,0.225,0.6185436248779297,1,5.0,1.0
